,id do pedido,Origem,Destino
3557,200156,02721-200,56308-210
3558,203013,29313-656,70766-060
3559,203607,65913-447,68908-033
3560,203250,31255-100,05171-380
3561,199761,88117-402,09520-300
3562,203708,03622-010,71503-510
3563,197611,03711-007,31530-530
3564,201852,03989-010,84165-150
3565,197888,09351-090,06097-095
3566,193042,17507-400,77415-500
3567,193374,74430-120,15030-560
3568,194270,19800-130,66080-180
3569,196700,14405-268,68740-110
3570,197558,65913-447,58428-030
3571,198416,16204-061,60730-015
3572,199197,74430-120,28897-006
3573,199478,03412-030,56331-045
3574,199637,74430-130,23900-490
3575,199832,12010-150,56870-000
3576,199852,37500-176,92310-440
3577,199930,74430-130,14550-000
3578,200159,12010-150,60878-045
3579,201652,74430-120,14071-440
3580,201888,35701-004,97760-000
3581,202111,35701-004,95300-000
3582,203144,37800-000,95870-000
3583,203581,65913-447,44002-418
3584,195256,29313-656,11704-150
3585,198989,78085-000,53407-220
3586,196959,35701-004,88048-417
3587,198163,72007-515,06283-050
3588,197618,88117-402,06622-280
3589,203356,14701-550,15790-000
3590,194032,29313-656,36800-000
3591,192792,79170-000,23080-000
3592,192845,96170-000,23035-290
3593,192864,99040-000,20771-631
3594,193803,88117-402,37190-000
3595,195087,79170-000,12941-606
3596,195235,88117-402,79170-000
3597,195237,88117-402,79170-000
3598,195364,13054-250,45400-000
3599,195815,74430-120,35931-130
3600,196011,99040-000,32372-020
3601,196013,99040-000,32372-020
3602,196147,29313-656,91260-020
3603,196706,14405-268,47820-000
3604,196781,14405-268,48925-000
3605,197049,99040-000,37701-222
3606,197520,79170-000,23020-240
3607,197912,04715-002,45836-000
3608,198803,74430-120,36600-000
3609,199655,99040-000,24110-002
3610,199735,74430-130,37480-000
3611,200937,74430-130,36980-000
3612,201450,74430-120,39510-000
3613,202122,79602-020,83206-040
3614,202417,99040-000,24110-002
3615,203143,91790-042,28895-162
3616,203569,38405-024,79052-564
3617,203597,29164-018,44002-418
3618,204631,98400-000,30380-252
3619,194198,04160-120,27250-680
3620,196157,17540-000,16600-000
3621,202529,04715-002,13520-000
3622,192789,03047-000,05027-000
3623,199030,79990-000,32370-160
3624,203060,37800-000,24421-300
3625,195904,31255-100,35010-040
3626,193775,39480-000,83005-060
3627,194214,40230-680,90050-030
3628,194598,88117-402,57062-590
3629,195135,78085-000,57062-590
3630,199522,79004-430,65066-669
3631,194348,35900-700,18190-000
3632,195221,74430-120,94440-192
3633,194162,35701-004,90050-030
3634,196520,31030-035,90050-030
3635,197826,31030-035,90050-030
3636,198619,31030-035,90050-030
3637,199563,31030-035,90050-030
3638,192838,29313-656,14808-264
3639,193122,99700-392,03471-050
3640,193183,29313-656,22743-830
3641,193453,12010-150,95555-000
3642,194010,12010-150,96070-370
3643,194204,12010-150,39150-000
3644,194208,93214-130,12800-000
3645,194574,99700-392,13700-000
3646,194582,99700-392,03666-060
3647,194663,35701-004,13563-303
3648,196143,12010-150,21061-110
3649,196438,99040-000,04191-270
3650,196994,12010-150,92025-840
3651,197068,99700-392,18900-000
3652,197850,14701-550,29302-017
3653,198591,12010-150,74670-600
3654,198979,12010-150,90050-030
3655,199275,13360-000,98130-000
3656,199531,02721-200,79400-000
3657,199633,88117-402,96570-000
3658,199727,12010-150,24472-040
3659,200516,13405-230,97037-184
3660,200623,02721-200,37068-010
3661,192637,78085-000,04676-030
3662,192975,03622-010,59062-570
3663,193348,78085-000,65041-350
3664,193831,23073-200,64016-060
3665,193992,78085-000,07230-260
3666,194265,74430-060,57062-590
3667,194527,04715-002,57062-590
3668,194808,74430-120,41950-870
3669,195132,50630-000,04018-050
3670,195155,04715-002,57062-590
3671,195226,74430-130,94440-192
3672,195283,78085-000,91040-610
3673,195357,82820-090,40260-001
3674,195630,04715-002,65130-000
3675,195775,29164-018,52191-440
3676,195978,04715-002,57062-590
3677,198944,78085-000,32240-090
3678,199631,74430-120,57055-235
3679,200251,74430-120,90050-030
3680,200451,23073-200,64039-524
3681,200666,04260-020,64046-455
3682,202799,74430-120,88032-005
3683,203007,35701-004,53407-220
3684,203260,40230-680,81330-520
3685,203748,74430-130,53637-185
3686,204399,74070-150,90050-030
3687,192577,03532-040,30620-010
3688,200505,31255-100,13806-568
3689,195868,29164-018,52061-410
3690,193862,02721-200,41640-410
3691,201487,35701-004,74969-280
3692,203309,23073-200,90010-310
3693,193117,74430-120,68625-370
3694,193330,72855-066,76930-000
3695,193351,14701-550,65081-401
3696,193372,35701-004,68503-660
3697,193598,12010-150,57062-590
3698,193738,29313-656,77001-754
3699,193853,04715-002,58475-000
3700,194916,04715-002,58700-070
3701,195093,04378-300,76860-000
3702,195337,50630-000,68625-370
3703,195398,14701-550,58400-156
3704,195655,74430-060,88801-670
3705,196088,14701-550,69049-070
3706,196151,74430-120,96212-000
3707,196177,86490-000,47600-000
3708,196260,03622-010,58700-070
3709,196307,44640-000,68555-201
3710,197925,74430-120,89251-500
3711,197971,37800-000,58322-000
3712,198033,74430-120,97105-380
3713,198324,72855-066,56516-060
3714,198626,74430-130,44088-083
3715,198669,79990-000,57073-216
3716,198917,37800-000,57073-216
3717,199023,16204-061,64046-455
3718,199085,38020-430,57073-216
3719,199608,89287-615,77415-470
3720,199627,03622-010,77404-060
3721,199837,37800-000,56870-000
3722,200195,65913-447,69313-432
3723,200201,23073-200,65274-000
3724,200203,04378-300,65274-000
3725,200283,74430-120,76964-492
3726,200337,37800-000,54160-275
3727,200373,38405-024,63501-025
3728,201056,17507-400,65130-000
3729,201136,12010-150,65130-000
3730,201495,72007-515,98700-000
3731,201614,74430-120,84460-000
3732,201798,37800-000,54160-275
3733,202139,86490-000,48901-765
3734,202396,36013-080,62050-710
3735,202678,41275-124,85440-000
3736,203178,35701-004,77895000
3737,203519,74430-030,97010-032
3738,203779,78785-000,23026-510
3739,204801,12010-150,58059-205
3740,194203,74430-120,37060-700
3741,199235,04715-002,38220-000
3742,193133,02721-200,23931-435
3743,195781,29164-018,37552-005
3744,194073,03047-000,09520-050
3745,199680,31255-100,03931-030
3746,192817,96170-000,39205-000
3747,198445,29164-018,14750-000
3748,201490,37800-000,74343-245
3749,195602,14701-550,37720-000
3750,196114,82820-090,30730-420
3751,195353,03989-010,99200-000
3752,196782,96170-000,13290-000
3753,194659,16204-061,21931-522
3754,198895,79004-430,38412-038
3755,193879,72007-515,96214-400
3756,194497,29164-018,56870-000
3757,196969,74430-130,85015-390
3758,197601,03989-010,57230-000
3759,199107,37800-000,65270-000
3760,199162,37800-000,49035-740
3761,199194,79170-000,49035-740
3762,199613,04715-002,64868-000
3763,199834,37800-000,56870-000
3764,200554,72007-515,99840-000
3765,200962,12010-150,49140-000
3766,203480,02036-011,58600-000
3767,204253,74070-150,68625-370
3768,205772,37800-000,50050-902
3769,192779,90650-002,18411-130
3770,193970,74430-120,12929-169
3771,195820,15130-025,35960-000
3772,199654,74430-120,02514-050
3773,201035,74430-120,04508-000
3774,201060,74430-130,09121-000
3775,203045,74430-120,24120-180
3776,194990,92120-140,90050-030
3777,194991,92120-140,90050-030
3778,193949,29313-656,81940-280
3779,198341,78085-000,12230-083
3780,193668,06075-180,49480-000
3781,202828,03711-007,78050-000
3782,198401,03989-010,02512-060
3783,195040,04344-010,58475-000
3784,193562,12010-150,60710-684
3785,201636,74430-130,22260-040
3786,199823,05835-005,36038-030
3787,196061,15130-025,84015-685
3788,193943,89600-000,77015-560
3789,193149,89802-111,27285-170
3790,193156,12010-150,95720-000
3791,197863,65913-447,66017-070
3792,193632,14701-550,89221-301
3793,192499,14405-268,58660-000
3794,193477,29313-656,77700-000
3795,193577,44640-000,06454-050
3796,194575,74430-130,97900-000
3797,195189,29313-656,56328-030
3798,195965,74430-130,88801-670
3799,196280,96170-000,71503-511
3800,196805,40230-680,84033-180
3801,196935,74430-130,47820-000
3802,197117,74430-130,89190-000
3803,197545,18043-003,57307-180
3804,197776,12010-150,58620-000
3805,198034,74430-120,55150-010
3806,198107,74430-120,44715-000
3807,198439,74430-130,98280-000
3808,199321,85501-000,45400-000
3809,199487,03412-030,49600-000
3810,199862,35701-004,56870-000
3811,199863,37800-000,56870-000
3812,200330,37800-000,49035-740
3813,200351,72007-515,95030-313
3814,200751,74430-120,96212-630
3815,201050,78085-000,96170-000
3816,201779,74430-120,88801-250
3817,202735,65913-447,75195-000
3818,203631,18043-003,57307-180
3819,204817,74430-030,96212-630
3820,202319,74430-120,30150-140
3821,193463,35701-004,90050-030
3822,192570,82820-090,98900-000
3823,194011,90230-041,60125-070
3824,202714,13301-909,90010-221
3825,192651,03622-010,90050-030
3826,192752,04715-002,20771-631
3827,201716,15130-025,04116-260
3828,203570,74430-030,79052-564
3829,201845,74430-120,35160-213
3830,203276,13405-230,65390-000
3831,202762,89210-145,22790-587
3832,192579,03711-007,78640-000
3833,193037,99040-000,37443-000
3834,195201,79004-430,75780-000
3835,197883,96170-000,36580-000
3836,198186,37800-000,29018-190
3837,198749,89900-000,36038-030
3838,203015,74430-120,38200-000
3839,203271,30421-284,88802-240
3840,195406,04715-002,35570-000
3841,202847,74430-120,25615-412
3842,192521,12010-150,90050-030
3843,194237,12010-150,90050-030
3844,198166,74430-120,13212-508
3845,193968,12010-150,24344-120
3846,193027,04715-002,89217-336
3847,198674,29313-656,26383-060
3848,193028,04344-010,89217-336
3849,193132,03622-010,36035-300
3850,193692,29313-656,06764-040
3851,198464,14021-000,35720-000
3852,198696,14701-550,39100-000
3853,201286,89287-615,91780-020
3854,202430,96170-000,04470185
3855,203453,14701-550,74675-610
3856,206164,14701-550,87890-000
3857,204062,06703-001,95625-000
3858,200480,99700-392,24110-002
3859,193201,04344-010,55816-390
3860,193467,12010-150,52080-681
3861,194045,14701-550,55578-000
3862,194489,74430-120,28545-000
3863,194912,74430-120,18205-600
3864,195541,29313-656,79020-260
3865,195662,74430-120,13930-000
3866,195838,35701-004,95590-000
3867,195917,78085-000,76932-000
3868,196170,74430-120,13930-000
3869,196379,14701-550,68015-005
3870,197935,04715-002,77500-000
3871,198012,12010-150,53530-468
3872,198100,71200-035,89222-360
3873,199675,14085-620,51110-150
3874,200872,55920-000,35030-280
3875,203137,74430-120,13930-000
3876,203700,74430-030,16500-000
3877,193460,03622-010,90050-030
3878,194689,29164-018,41830-580
3879,203077,35701-004,13432-599
3880,199576,14701-550,88106-120
3881,203492,04344-010,75701-970
3882,202738,74430-130,06730-000
3883,199486,03622-010,49600-000
3884,193151,04344-010,56308-210
3885,199705,74430-120,14811-256
3886,196323,03711-007,68740-110
3887,201404,89803-000,89824-000
3888,193802,02721-200,39550-000
3889,200511,14701-550,26010-371
3890,198077,12090-600,85035-300
3891,193231,35701-004,90050-030
3892,194255,35701-004,90050-030
3893,194429,35701-004,90050-030
3894,194048,40230-680,90050-030
3895,194443,78085-000,57062-590
3896,194445,78085-000,57062-590
3897,195613,78085-000,57062-590
3898,195614,78085-000,57062-590
3899,195615,78085-000,57062-590
3900,195728,78085-000,57062-590
3901,195945,78085-000,57062-590
3902,196025,78085-000,57062-590
3903,196439,82820-090,54430-090
3904,198724,31255-100,59152-185
3905,200716,23073-200,66093-020
3906,198645,14701-550,11605-515
3907,192984,96170-000,18147-000
3908,193023,03989-010,39550-000
3909,193385,14701-550,36800-000
3910,193388,14701-550,36800-000
3911,193594,12010-150,36240-000
3912,193624,99700-392,12120-000
3913,193673,12010-150,36240-000
3914,193958,17540-000,22451-170
3915,193991,99700-392,07230-260
3916,194179,04344-010,37470-000
3917,194687,12010-150,24901-425
3918,195445,99700-392,13425-107
3919,195995,12010-150,73020-408
3920,196575,99700-392,07230-260
3921,197345,04715-002,37820-000
3922,197917,37800-000,18285-901
3923,199314,04344-010,95185-000
3924,199364,99040-000,06710-805
3925,199934,89803-000,13451-174
3926,200215,38405-024,20750-320
3927,200452,65913-447,64039-524
3928,201169,99700-392,13565-080
3929,201860,98400-000,89803-131
3930,193652,14701-550,35430-105
3931,194424,35701-004,23931-435
3932,193280,92120-140,47665-000
3933,193548,35500-008,64040-740
3934,194163,65800-000,89210-145
3935,194642,32242-310,76850-000
3936,194902,30421-284,64343-000
3937,195194,79602-020,65130-000
3938,195244,79990-000,56870-000
3939,195399,79004-380,68721-000
3940,195964,65913-447,88801-670
3941,195985,79004-380,68721-000
3942,196206,79004-380,68721-000
3943,197747,79004-380,68721-000
3944,198668,86490-000,64049-680
3945,198817,82820-090,68513-400
3946,199605,16204-061,69313-085
3947,199925,79004-380,68721-000
3948,200061,79004-380,68721-000
3949,200321,79004-380,68721-000
3950,201246,81610-040,59173-000
3951,202832,89287-615,52040-300
3952,203244,65913-447,20550-000
3953,203714,79004-380,68721-000
3954,204313,79004-380,68721-000
3955,204316,79004-380,68721-000
3956,193100,74430-120,25640-322
3957,194106,74430-120,13041-311
3958,196275,74430-120,21341-370
3959,196276,74430-120,21341-370
3960,198118,13405-230,66617-530
3961,198120,13405-230,66617-530
3962,202818,74430-120,07243-430
3963,203541,74070-150,09271-470
3964,193175,74430-120,11610-627
3965,196296,74430-120,24753-560
3966,193297,12010-150,90050-030
3967,194683,29313-656,06405-035
3968,195562,13403-000,38401-016
3969,198432,30421-284,18310-000
3970,199906,14405-268,31840-160
3971,200211,35900-700,73368-440
3972,192826,37500-176,35171-051
3973,199766,37500-176,13573-208
3974,203842,98400-000,86850-000
3975,195095,74430-120,35670-000
3976,192751,74430-120,37501-143
3977,193950,35900-700,81940-280
3978,194374,99700-392,39880-000
3979,194592,99700-392,32240-150
3980,195474,99040-000,32372-020
3981,196316,04344-010,48610-292
3982,198183,79602-020,23555-143
3983,198556,12010-150,44190-000
3984,198665,12010-150,44930-000
3985,201348,79602-020,03805-190
3986,201510,79602-020,03532-040
3987,202608,79602-020,14807103
3988,198739,14021-000,50610-090
3989,201601,04715-002,74110-030
3990,201497,74430-120,22020-002
3991,194893,31255-100,35430-105
3992,199176,09540-030,97095-040
3993,198131,92120-140,36200-078
3994,199036,74430-120,37508-000
3995,193174,79004-380,68721-000
3996,194496,79990-000,56870-000
3997,194834,65903-330,13218-090
3998,195328,31030-035,76932-000
3999,198554,89287-615,53439-270
4000,198816,23073-200,68513-400
4001,203348,65913-447,22790-280
4002,198497,16204-061,26551-470
4003,194089,06703-001,54740-630
4004,196790,37508-000,40296-720
4005,196999,37508-000,40296-720
4006,194664,18043-003,86390-000
4007,198365,07161-330,62503-078
4008,195222,89803-000,94440-192
4009,197635,88117-402,22611-190
4010,198259,79004-430,02115-001
4011,198769,96170-000,06364-570
4012,199040,12010-150,36800-000
4013,199492,99700-392,88053-135
4014,199732,96170-000,87208-016
4015,203321,98400-000,81940-280
4016,193536,29313-656,57240-322
4017,194059,74430-120,03143-001
4018,192692,50630-000,75155-685
4019,193898,35701-004,65130-000
4020,194398,13403-000,64002-150
4021,194399,13405-230,64002-150
4022,194411,04715-002,64002-150
4023,194412,04715-002,64002-150
4024,194597,04715-002,64002-150
4025,194879,74430-120,65130-000
4026,196559,04344-010,59076-200
4027,199058,13405-230,29193-066
4028,192584,81920-540,56330-400
4029,193720,79004-380,68721-000
4030,194408,29313-656,69054-693
4031,195412,79004-380,68721-000
4032,195977,59780-000,15900-000
4033,196205,79004-380,68721-000
4034,197965,68557-070,39620-000
4035,198545,79004-380,68721-000
4036,200320,79004-380,68721-000
4037,200571,79004-380,68721-000
4038,202140,98400-000,48901-765
4039,202355,65913-447,26291-248
4040,203301,99040-000,40283-560
4041,199296,31255-100,28625-630
4042,193781,04715-002,78285-000
4043,193865,23073-200,28660-000
4044,193304,13403-000,38181-178
4045,194572,29164-018,73070-045
4046,196810,12010-150,29156-322
4047,196463,04344-010,50050-540
4048,195497,06703-001,87930-000
4049,192594,88117-402,03978-220
4050,192825,37500-176,95625-000
4051,200017,74430-130,37502-026
4052,201110,37800-000,24803-000
4053,192508,78085-000,68516-000
4054,193430,78085-000,35160-187
4055,193956,49400-000,05359-000
4056,193962,79170-000,57075-053
4057,194264,12010-150,57062-590
4058,194694,74430-120,85660-000
4059,195030,65903-330,70766-060
4060,196029,12010-150,57062-590
4061,196975,74430-130,85015-390
4062,196990,74430-130,89809-000
4063,197589,35300-102,49100-000
4064,198196,78085-000,88220-000
4065,198641,74430-120,88220-000
4066,199447,72007-515,95030-313
4067,199688,65913-447,32672-840
4068,199833,37800-000,56870-000
4069,199945,85501-000,47600-000
4070,200155,29313-656,56308-210
4071,201070,37800-000,54160-275
4072,201095,74430-120,68371-970
4073,201096,99700-392,74580-460
4074,201437,04715-002,64260-000
4075,201532,37800-000,65130-000
4076,202130,86490-000,75920-000
4077,202238,74430-120,98801-027
4078,202600,74430-120,57307-180
4079,203479,74430-120,58600-000
4080,203493,29313-656,75701-970
4081,203610,74070-150,87560-000
4082,204539,35900-700,49048-010
4083,192609,12010-150,59143-035
4084,200650,09351-090,26291-374
4085,197856,88117-402,31741-385
4086,194067,74430-130,08575-700
4087,198714,74430-130,06437-220
4088,199232,74430-130,12227-740
4089,200609,74430-130,12245-750
4090,203152,04344-010,53190-380
4091,200214,04715-002,56308-210
4092,199004,37800-000,12230-086
4093,199088,74430-120,77415-470
4094,195704,12010-150,36035-300
4095,199843,74430-120,31010-220
4096,197989,72252-098,49035-740
4097,197879,35701-004,90050-030
4098,199012,14701-550,89665-000
4099,200626,75834-021,09050-210
4100,194400,99700-392,07243-430
4101,195502,12010-150,20031-040
4102,195757,12010-150,20031-040
4103,196003,99025-604,13451-174
4104,199733,12010-150,87208-016
4105,194788,29164-018,21930-376
4106,195205,29313-656,36035-300
4107,199711,12010-150,31140-410
4108,199258,74430-120,35030-280
4109,199264,74430-120,35030-280
4110,195251,03989-010,27532-240
4111,195140,04344-010,35164-005
4112,193080,74430-130,04152-100
4113,198656,29313-656,32371-080
4114,202851,03047-000,37582-000
4115,195428,09351-090,40255-280
4116,195495,74430-130,03066-065
4117,201682,74430-120,13419-115
4118,197584,82820-090,23545-353
4119,192572,29313-656,17520-130
4120,193313,12010-150,90050-030
4121,196879,12010-150,90050-030
4122,200494,29313-656,26013-240
4123,194980,86490-000,21843-030
4124,194789,29313-656,21930-376
4125,192787,29313-656,29460-000
4126,195462,74430-120,03066-065
4127,200474,31255-100,12412-020
4128,194051,15130-025,70845-040
4129,198397,82820-090,72270-105
4130,199555,23073-200,41280-640
4131,201144,74430-120,23017-520
4132,199453,31255-100,51020-200
4133,192674,29313-656,89230-580
4134,193937,74430-120,17050-621
4135,194097,50630-000,36038-030
4136,196508,12010-150,52080-681
4137,197632,65913-447,50850-000
4138,198146,96170-000,29290-000
4139,198184,37800-000,92025-840
4140,198296,04715-002,68580-000
4141,199215,79004-430,96212-630
4142,199861,12090-600,56870-000
4143,200543,74430-120,28910-360
4144,200544,74430-120,28910-360
4145,193953,03989-010,83075-180
4146,202964,15130-025,58322-000
4147,197868,92120-140,13203-740
4148,197869,92120-140,13203-740
4149,197870,92120-140,13203-740
4150,198468,31255-100,16070-620
4151,195436,96170-000,37200-000
4152,199177,29164-018,97095-040
4153,199240,88117-402,35148-000
4154,199471,74430-130,39650-000
4155,201042,37800-000,89809-545
4156,193047,12010-150,98035-140
4157,199395,74430-120,77817-350
4158,200691,74430-120,23020-470
4159,194556,02712-140,07223-170
4160,193398,40230-680,04230-030
4161,198700,41275-124,09920-200
4162,200996,74430-120,65130-000
4163,198886,14701-550,36415-000
4164,192735,91790-042,38010-240
4165,192573,99040-000,25850-000
4166,195535,86490-000,22610-380
4167,197255,12010-150,44715-000
4168,203717,30421-284,86050-464
4169,200028,88117-402,98970-000
4170,195464,13403-000,35500-509
4171,194161,88117-402,24430-150
4172,199366,02721-200,37131-569
4173,197526,14701-550,89110-040
4174,200978,74430-120,37650-000
4175,193708,99700-392,16403-015
4176,200884,12010-150,29925-000
4177,195213,74430-120,35500-509
4178,193342,74430-130,88066-014
4179,200396,65913-447,45260-000
4180,194993,35701-004,90050-030
4181,197646,37800-000,88330-365
4182,194303,74430-120,05087-000
4183,194420,14701-550,25745-071
4184,196310,14701-550,88220-000
4185,196899,04344-010,36520-000
4186,197449,96170-000,14708-236
4187,198997,29164-018,28895-142
4188,200057,35300-102,08740-040
4189,203804,74070-150,48902-824
4190,192827,03989-010,83280-000
4191,200697,99040-000,99840-000
4192,195601,13403-000,37720-000
4193,197592,74430-120,39401-445
4194,202761,29313-656,22790-587
4195,195705,14701-550,36035-300
4196,195961,04208-001,88801-670
4197,195475,79004-430,89460-000
4198,195507,99700-392,20031-040
4199,195510,99700-392,20031-040
4200,192574,79004-380,68721-000
4201,193983,99700-392,57062-590
4202,194028,23073-200,68537-000
4203,194465,99700-392,49035-740
4204,194805,99040-000,57062-590
4205,195162,23073-200,68371-163
4206,195493,99040-000,57062-590
4207,196294,65913-447,12929-169
4208,198586,65913-447,22640-901
4209,203254,65913-447,79002-070
4210,203891,65913-447,28924-212
4211,197700,74430-120,39401-841
4212,193025,74430-120,03968-030
4213,193045,23073-200,13215-660
4214,200096,99700-392,22451-269
4215,196128,74430-120,16660-000
4216,199620,74430-120,26900-000
4217,194603,74430-120,64053-670
4218,201847,29280-000,48609-140
4219,200111,74430-120,66093-020
4220,197991,74430-120,49035-740
4221,194254,12010-150,90050-030
4222,197478,88117-402,52080-681
4223,199481,88117-402,52080-681
4224,194140,35701-004,90050-030
4225,198443,12010-150,90050-030
4226,195661,74430-120,66017-070
4227,203058,74430-120,88032-005
4228,195515,99700-392,20031-040
4229,195518,99700-392,20031-040
4230,195743,99700-392,20031-040
4231,195751,99700-392,20031-040
4232,197979,88117-402,35148-000
4233,193461,12010-150,90050-030
4234,201364,37800-000,24421-300
4235,197256,12010-150,91750-250
4236,193780,74430-130,89760-000
4237,195306,12010-150,58322-000
4238,195944,74430-130,44021-285
4239,197121,74430-130,44021-285
4240,197988,74430-120,96212-630
4241,199159,37800-000,49035-740
4242,199160,37800-000,49035-740
4243,201467,74430-130,89239-250
4244,203141,74430-120,48850-000
4245,194915,96170-000,58700-070
4246,200749,65913-447,96212-630
4247,199978,37800-000,72906-268
4248,200246,74430-120,21931-155
4249,203718,14701-550,86050-464
4250,197582,03622-010,54460-060
4251,192777,79990-000,87310-227
4252,202202,35701-004,90050-030
4253,203608,74070-150,68908-033
4254,194280,74430-130,08970-000
4255,200510,99040-000,26010-371
4256,192728,91790-042,38010-240
4257,199826,74430-130,12235-620
4258,200350,78085-000,49035-740
4259,195749,12010-150,20031-040
4260,199006,37800-000,94100-140
4261,195476,74430-120,89460-000
4262,195791,74430-120,47600-000
4263,196204,12010-150,49035-740
4264,197403,12010-150,65058-284
4265,196264,79004-430,45656-040
4266,200794,35701-004,16640-000
4267,202175,12010-150,90050-030
4268,202353,12010-150,36035-300
4269,202461,37800-000,24421-300
4270,201037,35701-004,24421-300
4271,203066,13101-150,24421-300
4272,202061,99700-392,22631-370
4273,193609,04715-002,36980-000
4274,194238,12010-150,90050-030
4275,202068,65913-447,90470-230
4276,204024,99700-392,58073-207
4277,195649,99700-392,03373-090
4278,204412,74430-030,08616-830
4279,199163,37800-000,49035-740
4280,202709,37800-000,60410-470
4281,197758,92120-140,47600-000
4282,197975,88117-402,59650-000
4283,202126,65913-447,23047-490
4284,202415,65913-447,23047-490
4285,198142,44640-000,68513-400
4286,194006,12010-150,56870-000
4287,201208,35701-004,96170-000
4288,194632,79170-000,11740-000
4289,201751,37800-000,56870-000
4290,200196,35701-004,60878-045
4291,195329,12010-150,76932-000
4292,201973,37800-000,65058-284
4293,198796,14701-550,59152-350
4294,196326,74430-130,22775-040
4295,194599,99700-392,49035-740
4296,195118,99700-392,40830-450
4297,201155,74430-120,99900-000
4298,194557,03622-010,36035-300
4299,192655,12010-150,53437-040
4300,194386,74430-130,59020-240
4301,196173,74430-130,59020-620
4302,192940,14701-550,96212-000
4303,196974,09351-090,85015-390
4304,194568,78085-000,36035-300
4305,193651,23073-200,35430-105
4306,201936,65913-447,49160-000
4307,193985,72007-515,97095-070
4308,201609,12010-150,60878-045
4309,193597,12010-150,90050-030
4310,198328,98400-000,36515-000
4311,198859,13209-430,65058-039
4312,197477,12010-150,29156-322
4313,194466,99700-392,45530-000
4314,194253,98400-000,65130-000
4315,203364,65913-447,31960-020
4316,193835,35701-004,90050-030
4317,196519,35701-004,90050-030
4318,196834,35701-004,90050-030
4319,197236,35701-004,90050-030
4320,197297,35701-004,90050-030
4321,200427,35701-004,90050-030
4322,200450,35701-004,90050-030
4323,202387,35701-004,90050-030
4324,204225,74070-150,68625-370
4325,200197,74430-120,28896-049
4326,199219,74430-120,15084-070
4327,200954,65913-447,24450-540
4328,200955,65913-447,13419-130
4329,198850,74430-120,61760-000
4330,203081,74430-120,49160-000
4331,193650,99700-392,35430-105
4332,194989,35701-004,90050-030
4333,199508,35701-004,49030-260
4334,202711,35701-004,60410-470
4335,197756,74430-120,37558-433
4336,194137,99700-392,64002-150
4337,194138,99700-392,64002-150
4338,204364,65913-447,13104-120
4339,196699,74430-130,68740-110
4340,196543,35701-004,96170-000
4341,200708,35701-004,96170-000
4342,201049,35701-004,96170-000
4343,193040,12010-150,59513-000
4344,204759,74430-030,85807-090
4345,195948,74430-130,35680-085
4346,196314,06705-030,85862-285
4347,201780,74430-120,66055-080
4348,204380,74070-150,14073-800
4349,199880,74430-120,86047-610
4350,197210,74430-130,96203-000
4351,195410,74430-120,94440-192
4352,202449,65913-447,11910-000
4353,203117,74430-120,88960-000
4354,202284,65913-447,52121-350
4355,202817,74430-120,25975-437
4356,202695,79170-000,13035-375
4357,204067,98400-000,41741-576
