,id do pedido,Origem,Destino
1807,200461,88533-000,06421-060
1808,200462,65913-447,06421-060
1809,200467,37800-000,01331-000
1810,200469,29164-018,91170-680
1811,200470,74430-120,72210-083
1812,200471,14806-155,75701-970
1813,200472,03989-010,06053-020
1814,200473,15086-010,18105-419
1815,200475,09351-090,12412-020
1816,200477,29164-018,23045-830
1817,200481,03622-010,12712-460
1818,200485,13800-700,13995-000
1819,200487,89210-145,48300-000
1820,200493,31255-100,26013-240
1821,200507,15086-010,72005-512
1822,200518,74430-120,37800-000
1823,200519,37800-000,37800-000
1824,200535,02513-020,78575-000
1825,200541,13424-170,09541-000
1826,200548,29164-018,93320-500
1827,200552,72007-515,71615-290
1828,200555,04378-300,41820-020
1829,200556,88533-000,95890-000
1830,200559,16204-061,24722-315
1831,200570,98400-000,82320-470
1832,200573,06705-030,75709-220
1833,200598,02959-000,02269-010
1834,200602,06075-180,08675-350
1835,200607,32242-310,35400-000
1836,200608,31030-035,35400-000
1837,200620,29313-656,04304-010
1838,200627,03622-010,05414-011
1839,200628,74430-120,25615-412
1840,200631,74430-120,25615-412
1841,200632,20930-090,22783-410
1842,200640,02721-200,06036-016
1843,200649,29164-018,22020-002
1844,200652,92120-140,68459-073
1845,200654,31255-100,19280-000
1846,200656,31030-035,35400-000
1847,200657,02120-020,89237-450
1848,200659,88117-402,13844-070
1849,200664,18043-003,79052-440
1850,200669,09351-090,03322-001
1851,200670,74430-120,13560-320
1852,200672,36013-080,13477-232
1853,200677,31255-100,07054-030
1854,200686,14701-550,13216-681
1855,200689,18043-003,32260-320
1856,200693,15086-010,36212-000
1857,200698,23073-200,92717-330
1858,200700,13800-700,07179-163
1859,200709,31255-100,60811-040
1860,200710,31255-100,01425-011
1861,200713,02036-011,09372-000
1862,200717,16204-061,15150-000
1863,200722,04160-120,78070-305
1864,200756,02552-000,19600-000
1865,200792,23073-200,11630-000
1866,200793,03221-000,09271-470
1867,200796,13800-700,13845-250
1868,200797,04715-002,02346-010
1869,200819,74430-120,38410-156
1870,200820,29313-656,38410-156
1871,200829,65913-447,77814-333
1872,200830,06298-000,05676-120
1873,200831,06703-001,14096-170
1874,200832,06705-030,14096-170
1875,200835,03622-010,19570-000
1876,200844,14405-268,66093-020
1877,200850,09351-090,05704-020
1878,200851,31255-100,05704-020
1879,200873,20930-090,22775-060
1880,200877,04260-020,20011-901
1881,200878,31255-100,20011-901
1882,200881,03622-010,90050-030
1883,200883,15086-010,02518-000
1884,200899,23073-200,18046-800
1885,200900,03622-010,01309-010
1886,200901,15133-272,04349-000
1887,200906,29164-018,30750-050
1888,200907,74430-120,30750-050
1889,200909,14701-550,37200-000
1890,200913,21011-510,94500-320
1891,200918,06122-160,13283-128
1892,200935,03622-010,13044-260
1893,200940,06075-180,72507-409
1894,200941,03622-010,05414-011
1895,200943,03345-000,07072-201
1896,200948,18043-003,13224-220
1897,200950,03047-000,07857-070
1898,200951,20930-090,24120-192
1899,200956,04260-020,04110-000
1900,200957,74430-120,65130-000
1901,200958,74430-120,65130-000
1902,200963,09950-000,35170-193
1903,200965,74430-130,56120-000
1904,200968,03622-010,11740-000
1905,200969,03622-010,90050-030
1906,200976,74430-120,35502-833
1907,200980,18043-003,04184-000
1908,200981,13800-700,04184-000
1909,200987,13800-700,05056-000
1910,200988,12010-150,13510-000
1911,200989,29164-018,09850-260
1912,200997,29164-018,18030-220
1913,200998,03134-001,18030-220
1914,201008,03622-010,37750-000
1915,201013,03622-010,22280-004
1916,201021,03345-000,17047-011
1917,201025,29164-018,18013-004
1918,201045,72252-098,22451-265
1919,201046,72252-098,22451-265
1920,201047,74430-120,23092-205
1921,201048,20930-090,23092-205
1922,201051,38400-358,99840-000
1923,201054,03412-030,24737-025
1924,201057,06075-180,13347-432
1925,201058,88533-000,37701-014
1926,201067,03081-015,09571-425
1927,201068,72007-515,89124-000
1928,201069,31910-650,01218-012
1929,201100,04133-200,05628-020
1930,201102,74430-130,13218-635
1931,201117,16204-061,02255-010
1932,201119,99025-604,06036-016
1933,201121,29164-018,91780-020
1934,201125,03989-010,06053-020
1935,201126,82820-090,13487-598
1936,201128,89210-145,37470-000
1937,201131,74430-120,04184-000
1938,201142,85601-400,12232-846
1939,201145,74430-130,23017-520
1940,201151,72007-515,36038-030
1941,201156,12010-150,12703-220
1942,201157,29313-656,19600-000
1943,201160,03047-000,01224-030
1944,201176,16204-061,07140-240
1945,201178,03622-010,02319-030
1946,201180,13800-700,13974-005
1947,201189,03622-010,18071-308
1948,201202,03622-010,21230-075
1949,201211,31255-100,36415-000
1950,201212,29313-656,36415-000
1951,201213,74430-120,20950-110
1952,201216,03989-010,05422-000
1953,201227,99700-392,98400-000
1954,201236,04133-200,06414-025
1955,201240,37800-000,31330-430
1956,201241,13800-700,13211-220
1957,201244,31255-100,69049-080
1958,201245,02036-011,25685-070
1959,201247,03622-010,13256-010
1960,201249,03989-010,91040-610
1961,201256,89287-615,11086-400
1962,201257,03221-000,11086-400
1963,201259,13800-700,11086-400
1964,201260,29313-656,11086-400
1965,201262,03989-010,11086-400
1966,201263,03134-001,11086-400
1967,201267,03622-010,38160-000
1968,201268,03622-010,12712-460
1969,201272,18043-003,79052-440
1970,201280,06411-150,38040-500
1971,201281,02036-011,17340-000
1972,201285,29313-656,88134-105
1973,201288,06463-170,29560-000
1974,201297,23073-200,06890-000
1975,201298,31255-100,69075-352
1976,201303,15086-010,06233-280
1977,201306,18043-003,05535-010
1978,201310,04160-120,06765-000
1979,201316,91790-042,37800-000
1980,201319,14701-550,92200-700
1981,201320,13360-000,13471-080
1982,201324,14701-550,09770-190
1983,201333,71200-035,35030-580
1984,201340,74430-120,21221-150
1985,201341,89210-145,21221-150
1986,201346,38405-024,39928-000
1987,201352,14021-000,14840-000
1988,201354,31255-100,02998-050
1989,201356,39480-000,39430-000
1990,201361,66063-023,58300-220
1991,201362,65913-447,58300-220
1992,201372,04160-120,64002-510
1993,201376,29164-018,09560-400
1994,201377,29313-656,09241-001
1995,201379,13424-170,80630-300
1996,201380,36013-080,80630-300
1997,201395,14405-268,13650-000
1998,201396,04260-020,64015-310
1999,201398,74430-130,25845-000
2000,201409,15133-272,14580-000
2001,201420,06703-001,05452-000
2002,201423,03622-010,03731-110
2003,201426,15130-025,89710-010
2004,201428,03345-000,13561-396
2005,201430,92120-140,29165-813
2006,201432,03622-010,38410-156
2007,201436,17540-000,14580-000
2008,201440,13070-752,05056-000
2009,201455,03622-010,03731-110
2010,201460,02552-000,07032-300
2011,201463,81610-040,86065-000
2012,201465,13800-700,06882-700
2013,201466,29164-018,13020-170
2014,201469,29164-018,20511-001
2015,201479,04160-120,78705-158
2016,201483,31255-100,36202-530
2017,201485,03622-010,05103-010
2018,201496,03622-010,98280-000
2019,201504,15133-272,04349-000
2020,201509,03622-010,04122-002
2021,201513,29313-656,24344-030
2022,201516,09351-090,02512-060
2023,201517,89210-145,02512-060
2024,201534,14701-550,13874-046
2025,201553,14701-550,87047-035
2026,201611,03047-000,13400-315
2027,201627,29313-656,25660-140
2028,201640,31255-100,25931-830
2029,201648,03622-010,96412-560
2030,201649,07180-270,09271-470
2031,201650,03711-007,09271-470
2032,201651,29313-656,09271-470
2033,201657,03622-010,13172-570
2034,201683,14701-550,06233-280
2035,201699,03047-000,06097-900
2036,201723,74430-120,74366-104
2037,201727,29164-018,13720-000
2038,201740,14701-550,71686-900
2039,201741,02036-011,36401-087
2040,201742,16204-061,36401-087
2041,201745,02721-200,13564-520
2042,201747,02513-020,03111-010
2043,201759,79170-000,13320-160
2044,201764,99040-000,06075-180
2045,201770,31255-100,38779-000
2046,201772,14085-620,28893-304
2047,201775,02036-011,23027-420
2048,201795,02721-200,35537-000
2049,201796,04715-002,04001-083
2050,201806,06411-150,37472-000
2051,201814,14085-620,28893-304
2052,201820,03622-010,85950-000
2053,201826,03711-007,21650-200
2054,201827,04378-300,14700-469
2055,201842,38405-024,38025-240
2056,201844,29164-018,78705-849
2057,201846,18043-003,35160-213
2058,201850,03526-000,05187-000
2059,201851,02721-200,84165-150
2060,201853,18043-003,84165-150
2061,201874,13800-700,12308-650
2062,201876,31255-100,37701-014
2063,201877,78085-000,22440-050
2064,201885,02513-020,68537-000
2065,201889,12090-600,66050-400
2066,201898,03221-000,05704-150
2067,201899,74430-130,77640-000
2068,201906,03622-010,80610-040
2069,201910,03989-010,18550-000
2070,201913,74430-120,21650-200
2071,201934,13360-000,28540-000
2072,201942,29313-656,35590-000
2073,201943,14701-550,87083-680
2074,201944,23073-200,35984-000
2075,201947,96170-000,04920-010
2076,201988,02513-020,16200-116
2077,201994,03622-010,35030-280
2078,201998,37800-000,71908-360
2079,202002,04160-120,95074-001
2080,202008,14701-550,45550-000
2081,202021,03622-010,29560-000
2082,202023,02036-011,29370-000
2083,202027,03989-010,89165-406
2084,202036,29313-656,29560-000
2085,202039,03134-001,22725-421
2086,202042,31255-100,04366-000
2087,202049,99040-000,22725-549
2088,202050,15130-025,22725-549
2089,202051,74430-120,22725-549
2090,202052,02721-200,22725-549
2091,202059,74430-130,37250-000
2092,202060,03622-010,38402-245
2093,202069,06703-001,90470-230
2094,202070,04715-002,12216-700
2095,202073,12010-150,02331-003
2096,202076,06075-180,12216-700
2097,202077,02120-020,11680-000
2098,202083,79004-000,79990-000
2099,202085,74430-120,13214-719
2100,202093,71987-180,36025-350
2101,202094,37500-176,04844-290
2102,202112,37500-176,71070-694
2103,202124,03622-010,22760-400
2104,202138,31255-100,48901-765
2105,202160,23073-200,22723-392
2106,202162,31255-100,06266-030
2107,202167,20930-090,08420-550
2108,202173,04260-020,30190-131
2109,202180,18043-003,06405-035
2110,202193,20930-090,45810-000
2111,202204,29313-656,41510-333
2112,202206,32242-310,89035-300
2113,202211,03622-010,90050-030
2114,202212,03622-010,90050-030
2115,202230,59037-060,72220-023
2116,202236,74430-120,98801-027
2117,202246,31255-100,28994-374
2118,202256,09370-360,22620-081
2119,202257,78085-000,75803-140
2120,202258,14701-550,03208-010
2121,202260,03622-010,59518-000
2122,202262,74430-120,36510-000
2123,202272,74430-120,79017-043
2124,202287,31255-100,38302-250
2125,202293,29313-656,48901-765
2126,202296,31255-100,21321-801
2127,202297,20930-090,21321-801
2128,202298,14021-000,12415-030
2129,202309,03622-010,50780-090
2130,202311,88117-402,03623-010
2131,202312,23073-200,03623-010
2132,202313,16204-061,18035-260
2133,202324,72007-515,38302-250
2134,202333,03047-000,58824-000
2135,202335,04715-002,13203-740
2136,202348,29164-018,89232-485
2137,202349,31255-100,89232-485
2138,202370,13424-170,88101-200
2139,202397,09041-420,03623-010
2140,202401,31255-100,86055-630
2141,202410,31255-100,13940-000
2142,202426,29164-018,18136-272
2143,202427,79602-020,18112677
2144,202442,02721-200,58297-000
2145,202450,14701-550,22440-033
2146,202452,89802-111,03309-000
2147,202517,74430-130,57030-170
2148,202519,06411-150,85260-000
2149,202525,32242-310,35502-833
2150,202527,88533-000,88360-000
2151,202535,37800-000,22723-565
2152,202537,37800-000,35502-833
2153,202538,03989-010,22720-400
2154,202539,65913-447,57300-540
2155,202546,04715-002,16700-000
2156,202547,38405-024,39270-000
2157,202557,13800-700,13902-040
2158,202559,26525-122,04122-002
2159,202562,04260-020,12460-000
2160,202563,15130-025,30380-252
2161,202572,12090-600,72445-030
2162,202577,03622-010,57035-610
2163,202578,35701-004,92704-320
2164,202587,17507-400,36302-836
2165,202605,88533-000,96211-470
2166,202614,72007-515,12946-880
2167,202615,04715-002,12946-880
2168,202616,03622-010,81750-280
2169,202623,41275-124,06268-060
2170,202624,04715-002,02346-010
2171,202625,99040-000,98580-000
2172,202626,29164-018,80730-380
2173,202629,29313-656,85807-090
2174,202639,16204-061,01452-001
2175,202658,06075-180,09715-120
2176,202659,14701-550,09715-120
2177,202660,06075-180,02114-011
2178,202662,13424-170,21870-002
2179,202671,03526-000,03152-155
2180,202673,78085-000,93022-718
2181,202674,91790-042,05396-070
2182,202692,37800-000,37484-000
2183,202702,03526-000,06421-060
2184,202717,02721-200,12570-000
2185,202720,09570-310,11740-000
2186,202721,09560-500,11740-000
2187,202750,03622-010,87710-480
2188,202752,14701-550,02975-110
2189,202753,20930-090,02975-110
2190,202759,13800-700,06160-180
2191,202760,79602-020,32215-100
2192,202768,16204-061,08840-550
2193,202771,29164-018,22750-310
2194,202772,29313-656,96020-380
2195,202781,31030-035,32315-040
2196,202787,14701-550,25745-071
2197,202790,74430-130,22723-565
2198,202793,39480-000,38160-000
2199,202802,74430-120,52131-305
2200,202816,06703-001,29166-056
2201,202825,14021-000,37582-000
2202,202831,02513-020,09071-110
2203,202840,71200-049,24120-110
2204,202845,88533-000,87083-330
2205,202846,31255-100,87083-330
2206,202855,39480-000,35148-000
2207,202858,03047-000,01224-030
2208,202881,09560-100,31510-550
2209,202882,74430-130,31510-550
2210,202883,31255-100,31510-550
2211,202885,03134-001,31510-550
2212,202886,23073-200,31510-550
2213,202890,14701-550,28930-000
2214,202892,31255-100,13073-035
2215,202896,06703-001,07243-430
2216,202919,12010-150,85280000
2217,202925,02036-011,74915-420
2218,202927,02120-020,19400-000
2219,202933,15086-010,11740-000
2220,202942,23073-200,30220-290
2221,202946,15133-272,06409-070
2222,202950,12010-150,09951-300
2223,202952,02721-200,23047-490
2224,202953,15133-272,18307-230
2225,202963,38405-024,30492-040
2226,202974,03622-010,72546-616
2227,202975,15130-025,07092-180
2228,202976,04715-002,07092-180
2229,202977,02036-011,23906-805
2230,202981,88533-000,97700-000
2231,202982,15133-272,07024-181
2232,203006,35701-004,38401-386
2233,203010,78890-000,78015-575
2234,203023,12010-150,36773568
2235,203034,86490-000,04843-550
2236,203046,03989-010,04111-080
2237,203047,09540-030,04111-080
2238,203050,15086-010,18213-450
2239,203053,12010-150,60743780
2240,203089,03134-001,69010-150
2241,203096,12010-150,20745-110
2242,203102,31255-100,37200-000
2243,203110,71200-035,02431-000
2244,203111,29164-018,30662-110
2245,203113,29313-656,89221-010
2246,203122,89802-111,99440-000
2247,203136,50630-000,29185-000
2248,203138,03526-000,02115-001
2249,203140,31030-035,37540-000
2250,203146,74430-120,53350-160
2251,203148,23073-200,39875-000
2252,203149,23073-200,57038-485
2253,203150,74430-120,83040-130
2254,203153,74430-130,78640-000
2255,203160,36013-080,15370-000
2256,203165,23073-200,24310-565
2257,203180,13070-752,07130-320
2258,203183,06463-170,79034-600
2259,203187,88533-000,13330-290
2260,203195,89287-615,20071-002
2261,203196,02036-011,96190-000
2262,203209,06411-150,76300-000
2263,203210,85501-000,13501-200
2264,203214,23073-200,13214-206
2265,203215,31255-100,07190-010
2266,203218,03622-010,29102-582
2267,203223,12010-150,04131-001
2268,203224,03622-010,46100-000
2269,203227,74430-120,38440-254
2270,203229,29313-656,13211-685
2271,203232,23073-200,13211-685
2272,203234,89803-000,13211-685
2273,203248,14701-550,88135-690
2274,203259,03622-010,21230-362
2275,203264,03989-010,12460-000
2276,203267,81920-540,83260-000
2277,203269,74430-120,79830-000
2278,203270,03134-001,88802-240
2279,203278,02721-200,18185-000
2280,203280,35900-700,27510-080
2281,203281,18043-003,80610-040
2282,203287,29164-018,24110-002
2283,203288,23073-200,96750-000
2284,203290,65913-447,65066-425
2285,203312,03220-000,36050-150
2286,203314,14701-550,14096-170
2287,203329,29164-018,13506-663
2288,203333,91790-042,04278-060
2289,203335,14701-550,18240-000
2290,203340,03221-000,03471-050
2291,203344,74430-120,24913-450
2292,203351,14701-550,22753-005
2293,203352,74430-120,83065-470
2294,203357,03989-010,13940-000
2295,203361,13301-909,08330-350
2296,203381,91790-042,04278-060
2297,203389,74430-130,41680-111
2298,203390,15133-272,14580-000
2299,203396,03949-011,78065-000
2300,203398,14701-550,12053-130
2301,203406,15086-010,01317-000
2302,203418,15086-010,11900-000
2303,203420,78085-000,08740-040
2304,203421,03134-001,08740-040
2305,203424,14701-550,91720-540
2306,203426,35300-102,25615-412
2307,203430,29164-018,15260-000
2308,203433,03081-015,05185-000
2309,203436,06705-030,18401-160
2310,203442,12010-150,46400-000
2311,203443,13070-752,13212-124
2312,203444,29313-656,13212-124
2313,203456,23073-200,12213-273
2314,203465,03134-001,13025-152
2315,203468,03526-000,09270-080
2316,203477,72007-515,26700-000
2317,203487,14701-550,85907-435
2318,203488,99700-392,20211-350
2319,203491,04715-002,75701-970
2320,203495,15133-272,13206-240
2321,203509,03711-007,18683-480
2322,203510,04378-300,18683-480
2323,203511,39480-000,18683-480
2324,203514,88533-000,46100-000
2325,203516,74430-030,57062-590
2326,203532,03949-011,21852-002
2327,203533,29313-656,29730-000
2328,203540,71225-542,35420-000
2329,203556,31255-100,74870-330
2330,203590,96170-000,98280-000
2331,203593,65913-447,30730-420
2332,203600,02120-020,29113-120
2333,203612,74430-130,37470-000
2334,203615,72007-515,79740-000
2335,203617,09560-100,37701-289
2336,203618,14701-550,37701-289
2337,203620,03949-011,34004-016
2338,203622,04715-002,84165-150
2339,203623,88117-402,84165-150
2340,203627,04160-120,13330-290
2341,203628,04715-002,68459073
2342,203633,31255-100,21831-060
2343,203636,90650-002,13211-685
2344,203637,02721-200,08840-030
2345,203645,04715-002,07040-090
2346,203647,88533-000,29032-379
2347,203676,03989-010,72543-406
2348,203678,89803-000,72543-406
2349,203679,74430-130,72543-406
2350,203685,74430-130,92032-420
2351,203731,03989-010,49037-196
2352,203742,74430-130,82810-060
2353,203744,91790-042,85155-000
2354,203752,89210-145,88103-465
2355,203762,29313-656,48010-410
2356,203764,29313-656,84500-000
2357,203766,03622-010,38160-000
2358,203768,15133-272,05414-020
2359,203771,29313-656,13211-685
2360,203774,04160-120,12945-000
2361,203791,14701-550,36035-300
2362,203795,06463-170,84036-140
2363,203796,03134-001,53190-380
2364,203797,29164-018,84036-140
2365,203799,38405-024,14300-228
2366,203821,03345-000,02936-140
2367,203822,88117-402,85303-230
2368,203825,29313-656,18125-000
2369,203826,09950-000,18125-000
2370,203834,29164-018,23931-435
2371,203838,03949-011,13040-038
2372,203849,02959-000,87055-645
2373,203850,06463-170,06423-060
2374,203852,89287-615,35420-000
2375,203861,16204-061,20271-000
2376,203863,09950-000,87704-606
2377,203864,35900-700,87704-606
2378,203866,74430-130,72007-675
2379,203880,79602-020,56800000
2380,203884,78085-000,70673-006
2381,203887,23073-200,05882-200
2382,203898,06703-001,03333-050
2383,203900,04715-002,08470-480
2384,203903,13301-909,65274-000
2385,203904,29164-018,03223-110
2386,203915,06411-150,39670-000
2387,203931,15133-272,17030-025
2388,203932,04715-002,79823-370
2389,203933,19046-070,79823-370
2390,203940,99040-000,14680-000
2391,203944,15130-025,04318-050
2392,203945,03345-000,04318-050
2393,203950,14701-550,25710-290
2394,203953,02721-200,69067-364
2395,203954,03047-000,05203-380
2396,203955,03989-010,79740-000
2397,203961,03622-010,86430-000
2398,203962,03345-000,11680-000
2399,203964,13800-700,11680-000
2400,203965,88533-000,11680-000
2401,203966,04715-002,35900-480
2402,203977,88117-402,13563-120
2403,203981,04715-002,99010-090
2404,203983,17507-400,12260-000
2405,203988,04715-002,20241-260
2406,203998,71225-542,75701-970
2407,203999,74430-030,75701-970
2408,204003,02036-011,15092-470
2409,204004,12010-150,15092-470
2410,204014,02959-000,14180-000
2411,204022,03622-010,29670-000
2412,204025,31255-100,13208-120
2413,204026,03622-010,22451-265
2414,204027,14701-550,22451-265
2415,204029,37800-000,22451-265
2416,204031,07180-270,03317-080
2417,204035,74070-150,39730-000
2418,204036,74430-030,39730-000
2419,204037,16204-061,39730-000
2420,204042,74430-130,20710-080
2421,204043,74070-150,20710-080
2422,204047,29313-656,01441-000
2423,204049,74430-030,58059-420
2424,204051,85501-000,38240-000
2425,204058,14405-268,26230-530
2426,204059,88533-000,26230-530
2427,204060,18043-003,26230-530
2428,204061,02120-020,04032-120
2429,204065,04344-010,86073-480
2430,204068,04715-002,13014-130
2431,204084,74430-030,05126-120
2432,204085,86490-000,05126-120
2433,204086,04715-002,05126-120
2434,204088,65913-447,77808-420
2435,204089,26525-122,54090-110
2436,204090,14701-550,60411-280
2437,204097,09560-100,18290-000
2438,204098,38405-024,45607-291
2439,204100,14701-550,26064-640
2440,204103,91790-042,27700-000
2441,204110,29164-018,57035-590
2442,204111,13301-909,79037-072
2443,204112,29164-018,79037-072
2444,204113,32242-310,79037-072
2445,204117,06703-001,18136-272
2446,204118,74070-150,18136-272
2447,204129,03622-010,05136-110
2448,204136,04715-002,09050-300
2449,204137,99040-000,84165-150
2450,204146,65913-447,87705-460
2451,204169,03047-000,18520-000
2452,204170,36013-080,01043-000
2453,204172,74430-130,77023-484
2454,204181,71200-035,13184-190
2455,204189,88533-000,88331-075
2456,204196,99040-000,24230001
2457,204197,12010-150,21852050
2458,204200,91790-042,21745-110
2459,204202,03989-010,03579-000
2460,204203,89803-000,08590-690
2461,204205,37800-000,35113-000
2462,204213,03622-010,22010-050
2463,204215,03119-001,04163-000
2464,204223,03949-011,20260-142
2465,204243,37800-000,07856-210
2466,204245,21011-510,29047-057
2467,204250,12010-150,83005-290
2468,204257,74430-130,38520-000
2469,204258,23073-200,45300-000
2470,204262,99025-604,13845-405
2471,204266,99700-392,28633-150
2472,204277,37500-176,89225-795
2473,204287,04260-020,90020-000
2474,204288,29313-656,23812-400
2475,204300,29313-656,14020-050
2476,204304,09351-090,41810-670
2477,204314,14701-550,16300-015
2478,204334,04715-002,78550-278
2479,204335,74430-030,78550-278
2480,204339,74070-150,97010-032
2481,204341,29164-018,85950-000
2482,204343,03622-010,18609-082
2483,204353,23073-200,87550-000
2484,204356,86025-010,84400-000
2485,204365,31030-035,13920-000
2486,204372,79004-000,06823-080
2487,204373,03949-011,11070-010
2488,204388,15086-010,07244-080
2489,204391,23073-200,27253-050
2490,204397,02036-011,04079-000
2491,204400,74070-150,08340-140
2492,204406,79602-020,49035-740
2493,204444,74430-030,71884-522
2494,204452,85501-000,38026-502
2495,204459,29313-656,95555-000
2496,204462,35701-004,22720400
2497,204464,06075-180,29702-020
2498,204467,89210-145,88240-000
2499,204468,09351-090,88240-000
2500,204469,31255-100,88240-000
2501,204476,35701-004,28080210
2502,204478,37800-000,36015-270
2503,204482,03989-010,07175-440
2504,204483,65913-447,30590-145
2505,204489,71200-035,05820-200
2506,204491,31255-100,14815-000
2507,204492,29313-656,14815-000
2508,204497,29313-656,20010-090
2509,204507,74430-130,25615-412
2510,204514,14701-550,18290-000
2511,204518,14021-000,06421-060
2512,204522,05835-005,83301-010
2513,204525,12090-600,12952-571
2514,204526,88533-000,93542-000
2515,204543,85501-000,96050-510
2516,204551,14701-550,35700-291
2517,204585,03949-011,31010-074
2518,204599,91790-042,29193-204
2519,204619,04344-010,02215-010
2520,204638,03345-000,07856-210
2521,204655,37800-000,35170-308
2522,204661,09560-500,02512-060
2523,204664,03949-011,04376-070
2524,204666,89210-145,38740-026
2525,204668,03949-011,28400-000
2526,204671,31255-100,03084-000
2527,204684,13101-150,69030-500
2528,204690,12010-150,11680-000
2529,204694,03622-010,13174-393
2530,204695,89287-615,89900-000
2531,204702,04344-010,62042-270
2532,204752,09560-500,91220-510
2533,204761,13800-700,02512-060
2534,204762,23073-200,22723-021
2535,204765,99700-392,90650-000
2536,204766,12010-150,90650-000
2537,204770,99700-392,08720-540
2538,204781,88533-000,37026-560
2539,204804,03622-010,20715-200
2540,204805,13101-150,20715-200
2541,204810,38405-024,23810-301
2542,204833,12010-150,66613080
2543,204847,14701-550,15775-000
2544,204864,12010-150,45600-460
2545,204881,03054-010,04549-002
2546,204885,88533-000,95084-320
2547,204896,74430-030,26385-080
2548,204930,03221-000,04726-160
2549,204939,50630-000,89245-000
2550,204940,37800-000,13348-310
2551,204951,71225-542,65130-000
2552,204953,74430-130,35181-612
2553,204954,38405-024,75701-970
2554,204955,74070-150,75701-970
2555,204956,74430-030,75701-970
2556,204965,74430-130,70904-102
2557,204989,15133-272,05650-002
2558,205000,03949-011,28030-035
2559,205017,03047-000,37904-140
2560,205020,37800-000,39205-000
2561,205021,74430-030,76868-000
2562,205024,03949-011,30882-320
2563,205036,06463-170,14170-000
2564,205037,86025-010,14170-000
2565,205040,03134-001,14170-000
2566,205041,89287-615,14170-000
2567,205044,06463-170,17180-000
2568,205046,14701-550,32265-020
2569,205048,14021-000,65091-236
2570,205055,06075-180,66093-030
2571,205058,79004-430,19400-000
2572,205065,15133-272,05650-002
2573,205073,74070-150,57062-590
2574,205074,74430-030,57062-590
2575,205088,74070-150,38500-000
2576,205100,04208-001,28615-456
2577,205101,88117-402,24722-535
2578,205108,80240-041,83450-000
2579,205109,65913-447,44710-000
2580,205119,13301-909,88090-254
2581,205144,14701-550,37775-000
2582,205166,74430-030,07700-690
2583,205167,14701-550,48901-765
2584,205180,03622-010,91150-170
2585,205181,13301-909,04252-040
2586,205249,06075-180,15035-375
2587,205269,15130-025,06020-194
2588,205291,03345-000,13537-000
2589,205293,72007-515,89248-000
2590,205310,14701-550,47600-000
2591,205335,74070-150,39890-000
2592,205352,74070-150,98805-390
2593,205361,04208-001,46790-000
2594,205366,09560-500,89920000
2595,205414,06411-150,08557-700
2596,205418,74430-130,79005-300
2597,205445,13070-752,06120-080
2598,205451,74430-030,23052-010
2599,205471,03622-010,50770-190
2600,205498,74070-150,83040-130
2601,205501,06075-180,30880-133
2602,205528,32242-310,13416-355
2603,205529,74430-030,83040-130
2604,205552,14021-000,08710-150
2605,205565,13070-752,19813-170
2606,205567,03711-007,02227-260
2607,205573,79602-020,35702042
2608,205574,35900-700,37026-560
2609,205579,85501-000,13920-000
2610,205618,72007-515,86300-000
2611,205632,80240-041,04018-050
2612,205633,74430-130,04018-050
2613,205649,06075-180,78005-908
2614,205669,71225-542,13185-542
2615,205702,13800-700,19013-610
2616,205707,71225-542,41600-070
2617,205711,85501-000,24110-002
2618,205741,13101-150,12320-330
2619,205745,06075-180,97060-310
2620,205746,03622-010,97060-310
2621,205759,13070-752,13471-240
2622,205763,89287-615,39401-422
2623,205765,29313-656,39401-422
2624,205807,74070-150,39401-422
2625,205808,04378-300,72425-020
2626,205840,85501-000,87890-000
2627,205844,74070-150,72006-755
2628,205880,12010-750,04032-120
2629,205890,74070-150,12606-320
2630,205908,03345-000,07020-021
2631,205912,37800-000,08042-000
2632,205920,13101-150,18570-000
2633,205941,74430-130,79051-000
2634,205951,06075-180,89227-055
2635,205955,89287-615,89056-110
2636,205956,03622-010,89056-110
2637,205959,14701-550,11030-020
2638,205988,37800-000,88113-835
2639,206030,13070-752,06045-420
2640,206031,03622-010,35300-034
2641,206038,74070-150,29167-124
2642,206042,74430-030,78556-264
2643,206044,06075-180,13537-000
2644,206063,74430-130,84197-400
2645,206081,74430-030,27600-000
2646,206086,37800-000,38840-000
2647,206092,06075-180,39205-000
2648,206222,18043-003,17340-000
2649,193774,29164-018,83005-060
2650,199957,04344-010,12213-275
2651,193707,35701-004,74835-130
2652,196094,82820-090,22743-660
2653,198393,13405-230,40279-090
2654,199032,79004-430,06340-210
2655,200353,82820-090,33200-000
2656,201030,78085-000,72906-268
2657,203801,91790-042,21930-376
2658,193126,09351-090,93056-500
2659,193613,03622-010,90050-030
2660,193626,03622-010,90050-030
2661,194372,03134-001,22451-265
2662,196176,72007-515,30380-252
2663,199512,35701-004,01546-100
2664,200369,03989-010,22020-002
2665,200499,03989-010,22020-002
2666,202550,13101-150,74230-025
2667,203544,35701-004,23085630
2668,203635,90650-002,13211-685
2669,196161,06343-510,02841-170
2670,196162,06343-510,02841-170
2671,200302,92120-140,24430-150
2672,197230,03711-007,09240-660
2673,194823,03134-001,80035-030
2674,204208,04715-002,06719431
2675,192503,19800-130,32450-000
2676,192626,03622-010,36035-300
2677,192757,12010-150,95055-037
2678,192819,14701-550,32141-104
2679,193029,14701-550,71740-801
2680,193060,92120-140,17550-000
2681,193068,13405-230,35164-268
