,Unnamed: 0,id do pedido,Origem,Destino,Distancia
3271,3271,197890,96170-000,08255-010,1352364.4
3272,3272,197918,13405-230,36038-030,590623.6
3273,3273,198360,37800-000,13418-050,223402.1
3274,3274,198506,88117-402,85935-000,865243.0
3275,3275,198604,92120-140,15900-000,1434348.8
3276,3276,198606,04344-010,36025-020,476288.6
3277,3277,199033,04715-002,37440-000,359965.0
3278,3278,199389,14085-620,20961-160,706836.6
3279,3279,199521,99040-000,88053-135,534749.3
3280,3280,199561,99025-604,88040-600,513041.0
3281,3281,200000,07180-270,86610-000,614113.8
3282,3282,200272,12010-150,37470-000,159263.5
3283,3283,200274,04344-010,38303-000,736977.5
3284,3284,200727,14701-550,20940-070,778161.3
3285,3285,200790,14701-550,72811-050,657134.2
3286,3286,201011,04715-002,99840-000,892075.4
3287,3287,201052,04715-002,98802-400,1188298.9
3288,3288,201399,03989-010,35400-000,635293.6
3289,3289,201656,06298-000,28907-350,593485.6
3290,3290,202154,37800-000,13310-335,265281.1
3291,3291,202306,12010-150,90050-030,1269055.9
3292,3292,202432,35900-700,18110-140,768084.3
3293,3293,202533,12010-150,33170050,535399.2
3294,3294,202960,12010-150,74530-010,1041374.6
3295,3295,203075,12010-150,97760000,1451401.5
3296,3296,203118,04715-002,88960-000,906945.6
3297,3297,203326,14701-550,72546-704,680644.3
3298,3298,203363,29313-656,26051-010,474442.9
3299,3299,203650,81070-000,88802-240,477606.9
3300,3300,203671,12010-150,89172-000,848946.8
3301,3301,204367,99700-392,08566-000,949083.4
3302,3302,204571,88533-000,15170-000,1051522.4
3303,3303,204790,91790-042,85807-090,814001.3
3304,3304,205447,14701-550,28909-530,926372.8
3305,3305,195731,04344-010,24937-340,474664.5
3306,3306,201351,99700-392,96015-590,571750.6
3307,3307,197402,03989-010,34710-210,600680.9
3308,3308,193212,29313-656,37701-171,807843.7
3309,3309,193402,14405-268,36800-000,768170.5
3310,3310,194142,12010-150,90050-030,1269055.9
3311,3311,198721,12010-150,90050-030,1269055.9
3312,3312,192494,09351-090,57074-050,2417490.0
3313,3313,193061,04344-010,49100-000,2128758.7
3314,3314,193320,78085-000,12308-650,1569490.3
3315,3315,193413,03622-010,59152-822,2892245.8
3316,3316,193488,74430-120,49035-740,1849983.2
3317,3317,193599,35701-004,57062-590,1800219.0
3318,3318,194154,04715-002,64002-150,2657389.7
3319,3319,194367,09351-090,49060-630,2156257.5
3320,3320,194643,74430-130,90850-000,2059973.8
3321,3321,194862,35701-004,65130-000,2590796.5
3322,3322,194917,03622-010,49037-460,2134817.9
3323,3323,195360,74430-130,90520-590,2050039.5
3324,3324,195821,03622-010,49045-250,2131924.5
3325,3325,196118,74430-120,81925-450,1219136.6
3326,3326,196715,09351-090,57038-150,2416206.1
3327,3327,197472,31030-035,65058-284,2778846.7
3328,3328,197528,35701-004,52080-681,2028376.6
3329,3329,197848,74430-120,92025-840,2048100.4
3330,3330,198011,04344-010,76821-132,3019419.8
3331,3331,198133,03622-010,59104-260,2905499.3
3332,3332,198671,04715-002,57073-216,2409638.2
3333,3333,198673,74430-120,57073-216,2104460.3
3334,3334,198993,74430-130,82560-440,1199352.5
3335,3335,199700,03047-000,57025-500,2385537.9
3336,3336,200422,04344-010,69038-060,3913310.1
3337,3337,202800,74430-120,88032-005,1626024.9
3338,3338,203604,06463-170,64002-150,2641549.0
3339,3339,204270,74430-030,58041-070,2446938.9
3340,3340,204921,13209-430,64052-468,2599962.8
3341,3341,205270,13209-430,64052-468,2599962.8
3342,3342,193124,03622-010,66040-273,2930297.5
3343,3343,203909,13800-700,18052-160,161472.8
3344,3344,203619,12010-150,37701-289,241134.2
3345,3345,193908,14701-550,35410-000,667872.0
3346,3346,200526,37500-176,08660-100,254156.4
3347,3347,192690,88117-402,06509-027,696435.9
3348,3348,200707,35701-004,22775-060,519057.2
3349,3349,194157,03622-010,90050-030,1156604.1
3350,3350,203474,02552-000,06263-010,19192.3
3351,3351,203475,02552-000,06263-010,19192.3
3352,3352,204319,05075-060,02377-000,13939.9
3353,3353,204323,03526-000,02377-000,24214.8
3354,3354,204389,03622-010,04318-050,24541.9
3355,3355,204629,23073-200,20011-901,53929.6
3356,3356,195349,29164-018,08616-770,979910.9
3357,3357,198972,31255-100,11667-690,641283.1
3358,3358,193491,89600-000,98787-460,418974.9
3359,3359,199562,92120-140,90050-030,18732.6
3360,3360,200207,92120-140,90050-030,18732.6
3361,3361,192497,91790-042,23931-435,1540069.9
3362,3362,192518,79990-000,37517-000,1315037.2
3363,3363,193367,79990-000,24754-166,1516231.0
3364,3364,193381,88117-402,35350-000,1467690.7
3365,3365,193595,29313-656,99500-000,1843077.3
3366,3366,194346,29313-656,99500-000,1843077.3
3367,3367,194467,12010-150,45530-000,1582666.6
3368,3368,194482,29313-656,96070-272,2175659.2
3369,3369,194910,74430-120,35330-000,1195090.7
3370,3370,195914,74430-120,35500-509,819335.4
3371,3371,196598,82820-090,28894-330,1014595.3
3372,3372,196806,96170-000,30535-670,1906560.6
3373,3373,196934,04344-010,47820-000,1494092.8
3374,3374,197552,12010-150,47100-000,1666279.3
3375,3375,198319,37800-000,84285-000,586188.9
3376,3376,198854,82820-090,36600-000,896740.8
3377,3377,199940,85501-000,36510-000,1458345.2
3378,3378,200242,74430-120,36016-380,1131760.3
3379,3379,200748,23073-200,96212-630,1757333.0
3380,3380,201355,37800-000,39430-000,850259.8
3381,3381,201654,12010-150,78043-395,1625541.9
3382,3382,202451,37800-000,81530-110,692155.9
3383,3383,203292,79602-020,22723-392,1075421.1
3384,3384,193176,96170-000,11610-627,1452140.5
3385,3385,194111,12010-150,86020-430,660356.1
3386,3386,196779,12010-150,06823-410,163607.1
3387,3387,192603,82820-090,96230-000,1182405.4
3388,3388,194269,03047-000,39670-000,986619.5
3389,3389,196352,03711-007,09434-500,32279.9
3390,3390,199381,15133-272,12082-720,552498.9
3391,3391,193378,02721-200,65058-016,2951944.7
3392,3392,193589,31030-035,57062-590,1808844.8
3393,3393,194464,03622-010,49035-740,2136381.2
3394,3394,194836,74430-120,41950-870,1652403.9
3395,3395,195196,78085-000,90050-030,2119205.3
3396,3396,195197,78085-000,90050-030,2119205.3
3397,3397,195883,78085-000,90050-030,2119205.3
3398,3398,195884,78085-000,90050-030,2119205.3
3399,3399,195913,74430-130,49035-360,1850445.9
3400,3400,195969,78085-000,24430-150,1935827.1
3401,3401,196108,04715-002,65130-000,2974925.6
3402,3402,196243,78085-000,90050-030,2119205.3
3403,3403,196244,78085-000,90050-030,2119205.3
3404,3404,199164,74430-120,49035-740,1849983.2
3405,3405,199908,74430-120,60450-665,2319292.2
3406,3406,203686,30421-284,77006-050,1530401.4
3407,3407,204553,74070-150,44470-000,1584744.4
3408,3408,204554,74430-030,44470-000,1588260.7
3409,3409,195756,86490-000,36400-000,1030771.1
3410,3410,202622,37800-000,36035-300,468215.5
3411,3411,202040,02552-000,11680-000,239041.8
3412,3412,198760,03622-010,28360-000,705240.4
3413,3413,193428,74430-130,71916-750,193750.8
3414,3414,192882,04344-010,99250-000,1018292.8
3415,3415,196729,14405-268,15900-000,172224.3
3416,3416,203265,15086-010,37218-000,631884.2
3417,3417,202949,74430-120,71919-180,194103.2
3418,3418,200131,74430-120,72210-083,192980.1
3419,3419,192580,74430-130,64016-435,1884719.1
3420,3420,193487,03622-010,49035-740,2136381.2
3421,3421,194235,74430-120,81280-270,1197870.0
3422,3422,194268,35701-004,57062-590,1800219.0
3423,3423,194605,04715-002,64053-670,2663409.2
3424,3424,194822,74430-120,65130-000,2027161.6
3425,3425,195411,78085-000,13088-658,1433501.6
3426,3426,195680,78085-000,13088-658,1433501.6
3427,3427,196015,78085-000,13088-658,1433501.6
3428,3428,196069,02721-200,65058-284,2951944.7
3429,3429,197823,78085-000,90050-030,2119205.3
3430,3430,198148,74430-130,29216-705,1409310.0
3431,3431,199560,74430-120,88040-600,1619199.9
3432,3432,202583,74430-120,49100-000,1825717.9
3433,3433,202677,74430-120,49100-000,1825717.9
3434,3434,202710,74430-120,60410-470,2322771.2
3435,3435,203971,74430-030,66610-600,1974909.0
3436,3436,193702,12010-150,90050-030,1269055.9
3437,3437,196371,86490-000,14730-000,479209.5
3438,3438,200039,12010-150,13973-115,252601.8
3439,3439,203330,04344-010,79037-072,1023294.4
3440,3440,202708,74430-120,60410-470,2322771.2
3441,3441,200426,29164-018,30320-050,538630.9
3442,3442,194686,82820-090,06405-035,396897.6
3443,3443,203611,04344-010,25035-090,432368.7
3444,3444,203032,35701-004,37820000,520254.5
3445,3445,199350,89802-111,85660-000,210533.8
3446,3446,200402,89802-111,85660-000,210533.8
3447,3447,202024,35701-004,12071-670,564663.8
3448,3448,203975,02552-000,13563-120,238645.9
3449,3449,194537,35701-004,90050-030,1773204.5
3450,3450,194538,35701-004,90050-030,1773204.5
3451,3451,194539,35701-004,90050-030,1773204.5
3452,3452,194540,35701-004,90050-030,1773204.5
3453,3453,194541,35701-004,90050-030,1773204.5
3454,3454,194542,35701-004,90050-030,1773204.5
3455,3455,194543,35701-004,90050-030,1773204.5
3456,3456,194544,35701-004,90050-030,1773204.5
3457,3457,194986,35701-004,90050-030,1773204.5
3458,3458,197612,50630-000,31530-530,2036161.5
3459,3459,197817,74430-130,21941-915,1303720.6
3460,3460,199022,71200-035,64046-455,1685722.0
3461,3461,199455,74430-120,06310-160,939192.2
3462,3462,200910,74430-120,08744-210,1002071.4
3463,3463,202351,35701-004,90050-030,1773204.5
3464,3464,203217,74430-130,07190-010,964264.4
3465,3465,203467,41275-124,26293-342,1631735.9
3466,3466,192803,12010-150,37410-000,237510.7
3467,3467,203602,71225-542,21021-430,1150349.9
3468,3468,198725,03989-010,22730-180,416578.3
3469,3469,192636,99700-392,04676-030,890374.5
3470,3470,195744,14021-000,07753-040,274740.1
3471,3471,193357,88117-402,70336-020,1664410.1
3472,3472,193421,88117-402,70336-020,1664410.1
3473,3473,198990,29313-656,25946-328,410248.1
3474,3474,193484,04715-002,08080-180,42150.3
3475,3475,202022,80220-031,85065-170,256530.1
3476,3476,194982,04344-010,07243-430,41277.5
3477,3477,195028,31255-100,26115-200,435998.7
3478,3478,197114,12010-150,18611-785,361651.4
3479,3479,192493,03622-010,68022-118,ERROR
3480,3480,192551,06343-510,56520-000,2399097.8
3481,3481,192967,74430-120,15285-000,646339.3
3482,3482,194034,74430-120,23931-435,1307111.7
3483,3483,194457,74430-120,28545-000,1315352.1
3484,3484,194514,14701-550,68625-370,2217556.1
3485,3485,194903,04344-010,55291-250,2428956.9
3486,3486,195582,06343-510,55500-000,2592168.0
3487,3487,196509,12010-150,52080-681,2500582.1
3488,3488,196822,74430-130,27553-000,1208041.5
3489,3489,198348,49400-000,39735-000,1291009.1
3490,3490,198911,14701-550,77415-470,1133402.3
3491,3491,198945,19010-032,53130-420,2812688.6
3492,3492,199298,74430-120,12514-080,1093477.4
3493,3493,199541,74430-120,17050-621,752546.8
3494,3494,199981,06705-030,68610-000,2960693.7
3495,3495,200141,13405-230,77404-060,1369834.3
3496,3496,200425,89803-000,29185-000,1934141.1
3497,3497,200705,37800-000,98920-000,1438618.8
3498,3498,200908,03989-010,56870-000,2464476.1
3499,3499,201529,12010-150,60455-450,2792477.5
3500,3500,201597,74430-120,28545-000,1315352.1
3501,3501,201598,74430-120,28545-000,1315352.1
3502,3502,202724,74430-120,14071-440,628156.6
3503,3503,202903,03622-010,55700-000,2664253.1
3504,3504,203098,13101-150,56870-000,2450728.3
3505,3505,203142,06343-510,77816-250,2077299.8
3506,3506,203325,74430-120,28545-000,1315352.1
3507,3507,203395,88533-000,71926-500,1780156.4
3508,3508,203478,78085-000,77809-040,1815148.0
3509,3509,204324,38400-358,96212-630,1925837.5
3510,3510,205276,03622-010,62430-000,3098829.7
3511,3511,206075,14701-550,62380-000,2633203.8
3512,3512,196878,12010-150,90050-030,1269055.9
3513,3513,202395,85501-000,90050-030,591305.2
3514,3514,203392,03047-000,89683-000,820665.2
3515,3515,203587,04715-002,22763-197,450192.4
3516,3516,199920,30421-284,75140-592,833859.0
3517,3517,194453,03622-010,36404-033,587223.8
3518,3518,201365,37800-000,24421-300,568182.0
3519,3519,196159,02552-000,17050-621,325196.0
3520,3520,199388,30421-284,36880-212,312019.9
3521,3521,196584,04715-002,18190-000,124729.8
3522,3522,193039,74430-130,77415-500,610111.6
3523,3523,193062,03532-040,96205-030,1464769.4
3524,3524,193541,99700-392,13485-204,950499.2
3525,3525,194455,14701-550,79037-072,711788.2
3526,3526,194456,12010-150,79037-072,1144999.8
3527,3527,194668,99040-000,07243-430,1021739.8
3528,3528,195255,29164-018,11704-150,1070314.5
3529,3529,195707,59037-060,08142-240,2894130.9
3530,3530,196560,35701-004,59076-200,2305935.6
3531,3531,196607,99040-000,16403-015,1049517.6
3532,3532,197141,03134-001,96880-000,1165517.0
3533,3533,197308,35701-004,64001-340,1938582.1
3534,3534,197987,12010-150,96212-630,1495178.8
3535,3535,198889,04344-010,85301-190,779871.1
3536,3536,198995,12010-150,28895-142,477502.4
3537,3537,199584,06463-170,89295-000,555413.3
3538,3538,200437,29163-280,18271-712,1139423.4
3539,3539,200442,14701-550,85935-000,787839.7
3540,3540,200763,02959-000,69312-198,4670761.7
3541,3541,200912,03134-001,69911-462,3529201.5
3542,3542,201616,12010-150,84460-000,722362.8
3543,3543,203563,12010-150,70855-100,1112924.2
3544,3544,198855,02552-000,12929-169,86162.8
3545,3545,192517,74430-120,18540-000,834937.7
3546,3546,194029,79004-430,99500-000,1145737.6
3547,3547,195584,14701-550,54230-011,2474135.6
3548,3548,196160,74430-120,27916-150,1429078.5
3549,3549,196937,74430-130,26900-000,1269972.9
3550,3550,197063,35701-004,95305-000,1563499.0
3551,3551,199007,37800-000,94100-140,1398474.5
3552,3552,199214,79004-430,96212-630,1623476.8
3553,3553,199292,74430-120,18270-840,844600.8
3554,3554,199470,04715-002,63500-595,2600082.7
3555,3555,199636,74430-120,23900-490,1311104.9
3556,3556,200078,31255-100,95770-000,1619950.5
3557,3557,200156,02721-200,56308-210,2180852.4
3558,3558,203013,29313-656,70766-060,1208362.1
3559,3559,203607,65913-447,68908-033,1140018.5
3560,3560,203250,31255-100,05171-380,583844.9
3561,3561,199761,88117-402,09520-300,690522.2
3562,3562,203708,03622-010,71503-510,1030898.0
3563,3563,197611,03711-007,31530-530,585631.5
3564,3564,201852,03989-010,84165-150,491782.3
3565,3565,197888,09351-090,06097-095,53210.4
3566,3566,193042,17507-400,77415-500,1307122.0
3567,3567,193374,74430-120,15030-560,520750.7
3568,3568,194270,19800-130,66080-180,2749681.0
3569,3569,196700,14405-268,68740-110,2501900.6
3570,3570,197558,65913-447,58428-030,1683777.5
3571,3571,198416,16204-061,60730-015,2967344.8
3572,3572,199197,74430-120,28897-006,1464641.0
3573,3573,199478,03412-030,56331-045,2185435.6
3574,3574,199637,74430-130,23900-490,1310875.5
3575,3575,199832,12010-150,56870-000,2334581.6
3576,3576,199852,37500-176,92310-440,1394580.7
3577,3577,199930,74430-130,14550-000,515857.0
3578,3578,200159,12010-150,60878-045,2777468.0
3579,3579,201652,74430-120,14071-440,628156.6
3580,3580,201888,35701-004,97760-000,1955550.0
3581,3581,202111,35701-004,95300-000,1543910.2
3582,3582,203144,37800-000,95870-000,1384463.1
3583,3583,203581,65913-447,44002-418,1678778.2
3584,3584,195256,29313-656,11704-150,874691.2
3585,3585,198989,78085-000,53407-220,3263703.8
3586,3586,196959,35701-004,88048-417,1342287.0
3587,3587,198163,72007-515,06283-050,999350.9
3588,3588,197618,88117-402,06622-280,677122.4
3589,3589,203356,14701-550,15790-000,310955.6
3590,3590,194032,29313-656,36800-000,150804.9
3591,3591,192792,79170-000,23080-000,1413934.7
3592,3592,192845,96170-000,23035-290,1733232.6
3593,3593,192864,99040-000,20771-631,1419451.9
3594,3594,193803,88117-402,37190-000,1023329.9
3595,3595,195087,79170-000,12941-606,1050625.4
3596,3596,195235,88117-402,79170-000,1299863.6
3597,3597,195237,88117-402,79170-000,1299863.6
3598,3598,195364,13054-250,45400-000,1769434.2
3599,3599,195815,74430-120,35931-130,987114.8
3600,3600,196011,99040-000,32372-020,1567373.6
3601,3601,196013,99040-000,32372-020,1567373.6
3602,3602,196147,29313-656,91260-020,1930250.0
3603,3603,196706,14405-268,47820-000,1126187.8
3604,3604,196781,14405-268,48925-000,2005002.0
3605,3605,197049,99040-000,37701-222,1226201.2
3606,3606,197520,79170-000,23020-240,1437469.7
3607,3607,197912,04715-002,45836-000,1402469.8
3608,3608,198803,74430-120,36600-000,1166417.0
3609,3609,199655,99040-000,24110-002,1437356.6
3610,3610,199735,74430-130,37480-000,1015543.6
3611,3611,200937,74430-130,36980-000,1218415.3
3612,3612,201450,74430-120,39510-000,1158441.9
3613,3613,202122,79602-020,83206-040,851775.4
3614,3614,202417,99040-000,24110-002,1437356.6
3615,3615,203143,91790-042,28895-162,1754132.0
3616,3616,203569,38405-024,79052-564,817045.0
3617,3617,203597,29164-018,44002-418,1070343.0
3618,3618,204631,98400-000,30380-252,1623822.4
3619,3619,194198,04160-120,27250-680,326044.1
3620,3620,196157,17540-000,16600-000,133100.4
3621,3621,202529,04715-002,13520-000,201423.2
3622,3622,192789,03047-000,05027-000,30820.6
3623,3623,199030,79990-000,32370-160,1604447.8
3624,3624,203060,37800-000,24421-300,568182.0
3625,3625,195904,31255-100,35010-040,313652.7
3626,3626,193775,39480-000,83005-060,1644879.8
3627,3627,194214,40230-680,90050-030,3076082.8
3628,3628,194598,88117-402,57062-590,3080219.3
3629,3629,195135,78085-000,57062-590,3026944.7
3630,3630,199522,79004-430,65066-669,2855797.4
3631,3631,194348,35900-700,18190-000,788441.4
3632,3632,195221,74430-120,94440-192,2049832.1
3633,3633,194162,35701-004,90050-030,1773204.5
3634,3634,196520,31030-035,90050-030,1727133.2
3635,3635,197826,31030-035,90050-030,1727133.2
3636,3636,198619,31030-035,90050-030,1727133.2
3637,3637,199563,31030-035,90050-030,1727133.2
3638,3638,192838,29313-656,14808-264,1035066.4
3639,3639,193122,99700-392,03471-050,925546.8
3640,3640,193183,29313-656,22743-830,486899.8
3641,3641,193453,12010-150,95555-000,1132378.2
3642,3642,194010,12010-150,96070-370,1507260.9
3643,3643,194204,12010-150,39150-000,745718.7
3644,3644,194208,93214-130,12800-000,1324748.3
3645,3645,194574,99700-392,13700-000,1113697.4
3646,3646,194582,99700-392,03666-060,925871.5
3647,3647,194663,35701-004,13563-303,716863.1
3648,3648,196143,12010-150,21061-110,296323.7
3649,3649,196438,99040-000,04191-270,993694.8
3650,3650,196994,12010-150,92025-840,1259126.9
3651,3651,197068,99700-392,18900-000,794311.3
3652,3652,197850,14701-550,29302-017,1205421.5
3653,3653,198591,12010-150,74670-600,1046223.4
3654,3654,198979,12010-150,90050-030,1269055.9
3655,3655,199275,13360-000,98130-000,1206004.1
3656,3656,199531,02721-200,79400-000,1281251.8
3657,3657,199633,88117-402,96570-000,701509.5
3658,3658,199727,12010-150,24472-040,324202.8
3659,3659,200516,13405-230,97037-184,1278121.4
3660,3660,200623,02721-200,37068-010,306325.4
3661,3661,192637,78085-000,04676-030,1537899.8
3662,3662,192975,03622-010,59062-570,2896213.8
3663,3663,193348,78085-000,65041-350,2685279.6
3664,3664,193831,23073-200,64016-060,2631747.4
3665,3665,193992,78085-000,07230-260,1540311.2
3666,3666,194265,74430-060,57062-590,2103622.7
3667,3667,194527,04715-002,57062-590,2408879.0
3668,3668,194808,74430-120,41950-870,1652403.9
3669,3669,195132,50630-000,04018-050,2630527.1
3670,3670,195155,04715-002,57062-590,2408879.0
3671,3671,195226,74430-130,94440-192,2049602.8
3672,3672,195283,78085-000,91040-610,2117888.7
3673,3673,195357,82820-090,40260-001,2340287.9
3674,3674,195630,04715-002,65130-000,2974925.6
3675,3675,195775,29164-018,52191-440,1840624.1
3676,3676,195978,04715-002,57062-590,2408879.0
3677,3677,198944,78085-000,32240-090,1566035.2
3678,3678,199631,74430-120,57055-235,2108713.2
3679,3679,200251,74430-120,90050-030,2058029.4
3680,3680,200451,23073-200,64039-524,2630532.1
3681,3681,200666,04260-020,64046-455,2659408.7
3682,3682,202799,74430-120,88032-005,1626024.9
3683,3683,203007,35701-004,53407-220,2036978.1
3684,3684,203260,40230-680,81330-520,2356427.2
3685,3685,203748,74430-130,53637-185,2350859.7
3686,3686,204399,74070-150,90050-030,2056416.4
3687,3687,192577,03532-040,30620-010,575870.0
3688,3688,200505,31255-100,13806-568,529221.4
3689,3689,195868,29164-018,52061-410,1834352.4
3690,3690,193862,02721-200,41640-410,1932213.6
3691,3691,201487,35701-004,74969-280,830364.5
3692,3692,203309,23073-200,90010-310,1529797.7
3693,3693,193117,74430-120,68625-370,1693987.0
3694,3694,193330,72855-066,76930-000,2239183.7
3695,3695,193351,14701-550,65081-401,2545385.8
3696,3696,193372,35701-004,68503-660,2057734.3
3697,3697,193598,12010-150,57062-590,2272424.5
3698,3698,193738,29313-656,77001-754,1995757.5
3699,3699,193853,04715-002,58475-000,2724027.7
3700,3700,194916,04715-002,58700-070,2641050.7
3701,3701,195093,04378-300,76860-000,2947478.3
3702,3702,195337,50630-000,68625-370,2036296.6
3703,3703,195398,14701-550,58400-156,2575085.3
3704,3704,195655,74430-060,88801-670,1788038.4
3705,3705,196088,14701-550,69049-070,3581661.1
3706,3706,196151,74430-120,96212-000,2282384.3
3707,3707,196177,86490-000,47600-000,1780066.9
3708,3708,196260,03622-010,58700-070,2622270.7
3709,3709,196307,44640-000,68555-201,1625399.0
3710,3710,197925,74430-120,89251-500,1476321.5
3711,3711,197971,37800-000,58322-000,2575944.9
3712,3712,198033,74430-120,97105-380,1894387.3
3713,3713,198324,72855-066,56516-060,2089801.2
3714,3714,198626,74430-130,44088-083,1535236.4
3715,3715,198669,79990-000,57073-216,3167851.3
3716,3716,198917,37800-000,57073-216,2245657.0
3717,3717,199023,16204-061,64046-455,2494346.8
3718,3718,199085,38020-430,57073-216,2090503.8
3719,3719,199608,89287-615,77415-470,2039612.9
3720,3720,199627,03622-010,77404-060,1563631.9
3721,3721,199837,37800-000,56870-000,2307054.9
3722,3722,200195,65913-447,69313-432,3752129.0
3723,3723,200201,23073-200,65274-000,3120631.8
3724,3724,200203,04378-300,65274-000,2838032.3
3725,3725,200283,74430-120,76964-492,1911537.5
3726,3726,200337,37800-000,54160-275,2464659.4
3727,3727,200373,38405-024,63501-025,2257225.1
3728,3728,201056,17507-400,65130-000,2724680.5
3729,3729,201136,12010-150,65130-000,3066099.9
3730,3730,201495,72007-515,98700-000,2009606.5
3731,3731,201614,74430-120,84460-000,1161102.8
3732,3732,201798,37800-000,54160-275,2464659.4
3733,3733,202139,86490-000,48901-765,2622975.6
3734,3734,202396,36013-080,62050-710,2540056.9
3735,3735,202678,41275-124,85440-000,2729175.3
3736,3736,203178,35701-004,77895000,1922204.1
3737,3737,203519,74430-030,97010-032,1893041.6
3738,3738,203779,78785-000,23026-510,1424561.3
3739,3739,204801,12010-150,58059-205,2617240.7
3740,3740,194203,74430-120,37060-700,912581.4
3741,3741,199235,04715-002,38220-000,489427.9
3742,3742,193133,02721-200,23931-435,402802.4
3743,3743,195781,29164-018,37552-005,880310.4
3744,3744,194073,03047-000,09520-050,19880.2
3745,3745,199680,31255-100,03931-030,588103.5
3746,3746,192817,96170-000,39205-000,2176362.0
3747,3747,198445,29164-018,14750-000,1107586.5
3748,3748,201490,37800-000,74343-245,745248.5
3749,3749,195602,14701-550,37720-000,308812.6
3750,3750,196114,82820-090,30730-420,984478.1
3751,3751,195353,03989-010,99200-000,1038904.4
3752,3752,196782,96170-000,13290-000,1370988.6
3753,3753,194659,16204-061,21931-522,931474.5
3754,3754,198895,79004-430,38412-038,809033.4
3755,3755,193879,72007-515,96214-400,2415896.7
3756,3756,194497,29164-018,56870-000,1700690.1
3757,3757,196969,74430-130,85015-390,1210378.0
3758,3758,197601,03989-010,57230-000,2335396.1
3759,3759,199107,37800-000,65270-000,2850694.7
3760,3760,199162,37800-000,49035-740,1991180.0
3761,3761,199194,79170-000,49035-740,2711514.2
3762,3762,199613,04715-002,64868-000,2088860.3
3763,3763,199834,37800-000,56870-000,2307054.9
3764,3764,200554,72007-515,99840-000,1824096.4
3765,3765,200962,12010-150,49140-000,2029812.7
3766,3766,203480,02036-011,58600-000,2667525.2
3767,3767,204253,74070-150,68625-370,1692848.9
3768,3768,205772,37800-000,50050-902,2468362.4
3769,3769,192779,90650-002,18411-130,987170.1
3770,3770,193970,74430-120,12929-169,929096.9
3771,3771,195820,15130-025,35960-000,790380.6
3772,3772,199654,74430-120,02514-050,942566.6
3773,3773,201035,74430-120,04508-000,950530.0
3774,3774,201060,74430-130,09121-000,969215.0
3775,3775,203045,74430-120,24120-180,1316426.8
3776,3776,194990,92120-140,90050-030,18732.6
3777,3777,194991,92120-140,90050-030,18732.6
3778,3778,193949,29313-656,81940-280,1226626.7
3779,3779,198341,78085-000,12230-083,1580761.1
3780,3780,193668,06075-180,49480-000,2146501.3
3781,3781,202828,03711-007,78050-000,1537624.9
3782,3782,198401,03989-010,02512-060,25024.6
3783,3783,195040,04344-010,58475-000,2721890.6
3784,3784,193562,12010-150,60710-684,2790399.0
3785,3785,201636,74430-130,22260-040,1313047.9
3786,3786,199823,05835-005,36038-030,483177.5
3787,3787,196061,15130-025,84015-685,561150.6
3788,3788,193943,89600-000,77015-560,2308730.6
3789,3789,193149,89802-111,27285-170,1227473.8
3790,3790,193156,12010-150,95720-000,1163351.0
3791,3791,197863,65913-447,66017-070,595691.4
3792,3792,193632,14701-550,89221-301,810252.3
3793,3793,192499,14405-268,58660-000,2446343.2
3794,3794,193477,29313-656,77700-000,2125580.8
3795,3795,193577,44640-000,06454-050,1890506.6
3796,3796,194575,74430-130,97900-000,1744863.5
3797,3797,195189,29313-656,56328-030,1632005.9
3798,3798,195965,74430-130,88801-670,1787730.8
3799,3799,196280,96170-000,71503-511,2318984.2
3800,3800,196805,40230-680,84033-180,2432416.4
3801,3801,196935,74430-130,47820-000,718824.6
3802,3802,197117,74430-130,89190-000,1481773.8
3803,3803,197545,18043-003,57307-180,2377451.6
3804,3804,197776,12010-150,58620-000,2567924.6
3805,3805,198034,74430-120,55150-010,2204440.8
3806,3806,198107,74430-120,44715-000,1500101.4
3807,3807,198439,74430-130,98280-000,1727138.4
3808,3808,199321,85501-000,45400-000,2584661.9
3809,3809,199487,03412-030,49600-000,2195680.9
3810,3810,199862,35701-004,56870-000,1862376.1
3811,3811,199863,37800-000,56870-000,2307054.9
3812,3812,200330,37800-000,49035-740,1991180.0
3813,3813,200351,72007-515,95030-313,1911334.5
3814,3814,200751,74430-120,96212-630,2284152.2
3815,3815,201050,78085-000,96170-000,2282288.7
3816,3816,201779,74430-120,88801-250,1787937.9
3817,3817,202735,65913-447,75195-000,1396909.7
3818,3818,203631,18043-003,57307-180,2377451.6
3819,3819,204817,74430-030,96212-630,2284354.7
3820,3820,202319,74430-120,30150-140,883450.5
3821,3821,193463,35701-004,90050-030,1773204.5
3822,3822,192570,82820-090,98900-000,797220.1
3823,3823,194011,90230-041,60125-070,4043343.2
3824,3824,202714,13301-909,90010-221,1141291.9
3825,3825,192651,03622-010,90050-030,1156604.1
3826,3826,192752,04715-002,20771-631,441126.7
3827,3827,201716,15130-025,04116-260,459304.9
3828,3828,203570,74430-030,79052-564,841225.8
3829,3829,201845,74430-120,35160-213,1086745.6
3830,3830,203276,13405-230,65390-000,2437998.0
3831,3831,202762,89210-145,22790-587,952532.1
3832,3832,192579,03711-007,78640-000,1713758.1
3833,3833,193037,99040-000,37443-000,1352423.8
3834,3834,195201,79004-430,75780-000,1024326.0
3835,3835,197883,96170-000,36580-000,2023229.7
3836,3836,198186,37800-000,29018-190,950070.1
